session_name,question,response,course_name
Day 3,worked well for the Data visualization,clear tutoring session,NA
Day 3,could be improved for the Data visualization,more hands coding exercises,NA
Day 3,could be improved for the group project assignment,longer time,NA
Day 3,worked well for the group project assignment,great to share and work together,NA
